Chromosome,Source,Start,End,Strand,gene_id,gene_name,gene_type,hgnc_id
chr5,HAVANA,34905259,34918989,-,ENSG00000113456.20,RAD1,protein_coding,HGNC:9806
chr5,HAVANA,34998100,35048135,-,ENSG00000113492.14,AGXT2,protein_coding,HGNC:14412
chr5,HAVANA,35048755,35230487,-,ENSG00000113494.17,PRLR,protein_coding,HGNC:9446
chr5,HAVANA,35904287,35938779,-,ENSG00000152611.12,CAPSL,protein_coding,HGNC:28375
chr5,HAVANA,35951005,36001028,-,ENSG00000145626.12,UGT3A1,protein_coding,HGNC:26625
chr5,HAVANA,36035020,36071358,-,ENSG00000168671.10,UGT3A2,protein_coding,HGNC:27266
chr5,HAVANA,36098406,36151887,-,ENSG00000164187.7,LMBRD2,protein_coding,HGNC:25287
chr5,HAVANA,36192588,36242279,-,ENSG00000152620.13,NADK2,protein_coding,HGNC:26404
chr5,HAVANA,36246912,36302114,-,ENSG00000164188.9,RANBP3L,protein_coding,HGNC:26353
chr5,HAVANA,37106227,37249376,-,ENSG00000197603.16,CPLANE1,protein_coding,HGNC:25801
chr5,HAVANA,37288136,37371106,-,ENSG00000113569.16,NUP155,protein_coding,HGNC:8063
chr5,HAVANA,37812676,37840041,-,ENSG00000168621.15,GDNF,protein_coding,HGNC:4232
chr5,HAVANA,38474667,38608354,-,ENSG00000113594.10,LIFR,protein_coding,HGNC:6597
chr5,HAVANA,38937919,39074402,-,ENSG00000164327.14,RICTOR,protein_coding,HGNC:28611
chr5,HAVANA,39105251,39274528,-,ENSG00000082074.19,FYB1,protein_coding,HGNC:4036
chr5,HAVANA,39284139,39371324,-,ENSG00000113600.12,C9,protein_coding,HGNC:1358
chr5,HAVANA,39371674,39462300,-,ENSG00000153071.15,DAB2,protein_coding,HGNC:2662
chr5,HAVANA,40512332,40755963,-,ENSG00000113638.14,TTC33,protein_coding,HGNC:29959
chr5,HAVANA,40759388,40798374,-,ENSG00000132356.12,PRKAA1,protein_coding,HGNC:9376
chr5,HAVANA,40825261,40835222,-,ENSG00000145592.14,RPL37,protein_coding,HGNC:10347
chr5,HAVANA,40998016,41071342,-,ENSG00000171495.17,MROH2B,protein_coding,HGNC:26857
chr5,HAVANA,41142115,41261438,-,ENSG00000039537.16,C6,protein_coding,HGNC:1339
chr5,HAVANA,41306951,41510601,-,ENSG00000182836.11,PLCXD3,protein_coding,HGNC:31822
chr5,HAVANA,41730064,41870425,-,ENSG00000083720.13,OXCT1,protein_coding,HGNC:8527
chr5,HAVANA,42799879,42887392,-,ENSG00000250722.6,SELENOP,protein_coding,HGNC:10751
chr5,HAVANA,43039232,43043170,-,ENSG00000177721.5,ANXA2R,protein_coding,HGNC:33463
chr5,HAVANA,43287469,43313512,-,ENSG00000112972.15,HMGCS1,protein_coding,HGNC:5007
chr5,HAVANA,43376644,43412391,-,ENSG00000151882.11,CCL28,protein_coding,HGNC:17700
chr5,HAVANA,43444251,43483893,-,ENSG00000151881.15,TMEM267,protein_coding,HGNC:26139
chr5,HAVANA,43486708,43515148,-,ENSG00000172244.9,C5orf34,protein_coding,HGNC:24738
chr5,HAVANA,43526266,43557758,-,ENSG00000172239.14,PAIP1,protein_coding,HGNC:16945
chr5,HAVANA,44300246,44389706,-,ENSG00000070193.5,FGF10,protein_coding,HGNC:3666
chr5,HAVANA,45254947,45696498,-,ENSG00000164588.8,HCN1,protein_coding,HGNC:4845
chr5,HAVANA,50396191,50443248,-,ENSG00000170571.12,EMB,protein_coding,HGNC:30465
chr5,HAVANA,53095678,53110063,-,ENSG00000164172.20,MOCS2,protein_coding,HGNC:7193
chr5,HAVANA,53883941,54310582,-,ENSG00000185305.12,ARL15,protein_coding,HGNC:25945
chr5,HAVANA,54977866,55022671,-,ENSG00000164283.13,ESM1,protein_coding,HGNC:3466
chr5,HAVANA,55112970,55173177,-,ENSG00000164287.13,CDC20B,protein_coding,HGNC:24222
chr5,HAVANA,55219563,55227315,-,ENSG00000234602.9,MCIDAS,protein_coding,HGNC:40050
chr5,HAVANA,55231151,55233608,-,ENSG00000152669.9,CCNO,protein_coding,HGNC:18576
chr5,HAVANA,55256054,55307694,-,ENSG00000067248.11,DHX29,protein_coding,HGNC:15815
chr5,HAVANA,55424853,55534969,-,ENSG00000067113.17,PLPP1,protein_coding,HGNC:9228
chr5,HAVANA,55625844,55773194,-,ENSG00000177058.12,SLC38A9,protein_coding,HGNC:26907
chr5,HAVANA,55935094,55995022,-,ENSG00000134352.21,IL6ST,protein_coding,HGNC:6021
chr5,HAVANA,56099679,56233330,-,ENSG00000164512.18,ANKRD55,protein_coding,HGNC:25681
chr5,HAVANA,56919601,56971675,-,ENSG00000155545.20,MIER3,protein_coding,HGNC:26678
chr5,HAVANA,57480017,57482811,-,ENSG00000169067.4,ACTBL2,protein_coding,HGNC:17780
chr5,HAVANA,58453981,58460139,-,ENSG00000145632.15,PLK2,protein_coding,HGNC:19699
chr5,HAVANA,58969037,60522120,-,ENSG00000113448.21,PDE4D,protein_coding,HGNC:8783
chr5,HAVANA,60596911,60700190,-,ENSG00000035499.13,DEPDC1B,protein_coding,HGNC:24902
chr5,HAVANA,60751790,60844274,-,ENSG00000164181.14,ELOVL7,protein_coding,HGNC:26292
chr5,HAVANA,60866453,60945073,-,ENSG00000049167.16,ERCC8,protein_coding,HGNC:3439
chr5,HAVANA,61157703,61162468,-,ENSG00000188725.8,SMIM15,protein_coding,HGNC:33861
chr5,HAVANA,62347283,62403943,-,ENSG00000086189.11,DIMT1,protein_coding,HGNC:30217
chr5,HAVANA,63957873,63962507,-,ENSG00000178394.5,HTR1A,protein_coding,HGNC:5286
chr5,HAVANA,64718147,64768691,-,ENSG00000153006.16,SREK1IP1,protein_coding,HGNC:26716
chr5,HAVANA,65148737,65481920,-,ENSG00000049192.15,ADAMTS6,protein_coding,HGNC:222
chr5,HAVANA,65517765,65563168,-,ENSG00000123219.13,CENPK,protein_coding,HGNC:29479
chr5,HAVANA,65589689,65625975,-,ENSG00000113595.15,TRIM23,protein_coding,HGNC:660
chr5,HAVANA,65665927,65723035,-,ENSG00000197860.10,SGTB,protein_coding,HGNC:23567
chr5,HAVANA,67179612,67196799,-,ENSG00000134061.5,CD180,protein_coding,HGNC:6726
chr5,HAVANA,69280174,69332809,-,ENSG00000183323.13,CCDC125,protein_coding,HGNC:28924
chr5,HAVANA,69350983,69370013,-,ENSG00000085231.14,AK6,protein_coding,HGNC:49151
chr5,HAVANA,69362025,69370013,-,ENSG00000273841.6,TAF9,protein_coding,HGNC:11542
chr5,HAVANA,70968165,71025339,-,ENSG00000249437.8,NAIP,protein_coding,HGNC:7634
chr5,HAVANA,71035015,71067689,-,ENSG00000145736.15,GTF2H2,protein_coding,HGNC:4656
chr5,HAVANA,72214952,72321717,-,ENSG00000113048.19,MRPS27,protein_coding,HGNC:14512
chr5,HAVANA,72439902,72507410,-,ENSG00000178175.12,ZNF366,protein_coding,HGNC:18316
chr5,HAVANA,73444826,73448777,-,ENSG00000251493.5,FOXD1,protein_coding,HGNC:3802
chr5,HAVANA,73552189,73565667,-,ENSG00000164331.10,ANKRA2,protein_coding,HGNC:13208
chr5,HAVANA,74627405,74641424,-,ENSG00000171617.16,ENC1,protein_coding,HGNC:3345
chr5,HAVANA,74721205,74767147,-,ENSG00000164347.18,GFM2,protein_coding,HGNC:29682
chr5,HAVANA,74777573,74866966,-,ENSG00000198780.13,FAM169A,protein_coding,HGNC:29138
chr5,HAVANA,75025345,75052558,-,ENSG00000176928.7,GCNT4,protein_coding,HGNC:17973
chr5,HAVANA,75068274,75236911,-,ENSG00000145700.10,ANKRD31,protein_coding,HGNC:26853
chr5,HAVANA,75356344,75512138,-,ENSG00000113163.19,CERT1,protein_coding,HGNC:2205
chr5,HAVANA,75674123,75717448,-,ENSG00000152359.15,POC5,protein_coding,HGNC:26658
chr5,HAVANA,76615481,76623413,-,ENSG00000164220.7,F2RL2,protein_coding,HGNC:3539
chr5,HAVANA,77072071,77087285,-,ENSG00000132846.6,ZBED3,protein_coding,HGNC:20711
chr5,HAVANA,77425969,77620611,-,ENSG00000164253.14,WDR41,protein_coding,HGNC:25601
chr5,HAVANA,77628711,77638713,-,ENSG00000171540.8,OTP,protein_coding,HGNC:8518
chr5,HAVANA,77691165,77868780,-,ENSG00000171530.15,TBCA,protein_coding,HGNC:11579
chr5,HAVANA,78000521,78294762,-,ENSG00000132842.15,AP3B1,protein_coding,HGNC:566
chr5,HAVANA,78485214,78770021,-,ENSG00000145685.14,LHFPL2,protein_coding,HGNC:6588
chr5,HAVANA,78777208,78986087,-,ENSG00000113273.17,ARSB,protein_coding,HGNC:714
chr5,HAVANA,78997563,79236038,-,ENSG00000132837.15,DMGDH,protein_coding,HGNC:24475
chr5,HAVANA,79372635,79514134,-,ENSG00000152413.15,HOMER1,protein_coding,HGNC:17512
chr5,HAVANA,79976715,79991262,-,ENSG00000177034.18,MTX3,protein_coding,HGNC:24812
chr5,HAVANA,80111650,80256048,-,ENSG00000164300.17,SERINC5,protein_coding,HGNC:18825
chr5,HAVANA,80556754,80570280,-,ENSG00000189127.8,ANKRD34B,protein_coding,HGNC:33736
chr5,HAVANA,80626225,80654983,-,ENSG00000228716.7,DHFR,protein_coding,HGNC:2861
chr5,HAVANA,81329995,81394179,-,ENSG00000172497.9,ACOT12,protein_coding,HGNC:24436
chr5,HAVANA,81412803,81751797,-,ENSG00000145687.17,SSBP2,protein_coding,HGNC:15831
chr5,HAVANA,82273319,82278396,-,ENSG00000186468.13,RPS23,protein_coding,HGNC:10410
chr5,HAVANA,83052845,83077863,-,ENSG00000174695.10,TMEM167A,protein_coding,HGNC:28330
chr5,HAVANA,83637804,83720855,-,ENSG00000145681.11,HAPLN1,protein_coding,HGNC:2380
chr5,HAVANA,83940553,84384880,-,ENSG00000164176.13,EDIL3,protein_coding,HGNC:3173
chr5,HAVANA,87318415,87413029,-,ENSG00000134480.17,CCNH,protein_coding,HGNC:1594
chr5,HAVANA,88189632,88269476,-,ENSG00000164180.14,TMEM161B,protein_coding,HGNC:28483
chr5,HAVANA,88717116,88904257,-,ENSG00000081189.17,MEF2C,protein_coding,HGNC:6996
chr5,HAVANA,90392256,90409766,-,ENSG00000153140.9,CETN3,protein_coding,HGNC:1868
chr5,HAVANA,90458208,90474771,-,ENSG00000176055.10,MBLAC2,protein_coding,HGNC:33711
chr5,HAVANA,90515610,90529584,-,ENSG00000176018.13,LYSMD3,protein_coding,HGNC:26969
chr5,HAVANA,91368630,91383317,-,ENSG00000113369.9,ARRDC3,protein_coding,HGNC:29263
chr5,HAVANA,93617724,94111699,-,ENSG00000113391.19,ARB2A,protein_coding,HGNC:25365
chr5,HAVANA,93733219,93741600,-,ENSG00000248483.7,POU5F2,protein_coding,HGNC:26367
chr5,HAVANA,94150850,94618604,-,ENSG00000185261.16,KIAA0825,protein_coding,HGNC:28532
chr5,HAVANA,94703689,95285094,-,ENSG00000175471.20,MCTP1,protein_coding,HGNC:26183
chr5,HAVANA,95461754,95555050,-,ENSG00000198677.13,SKIC3,protein_coding,HGNC:23639
chr5,HAVANA,95652180,95698711,-,ENSG00000145757.16,SPATA9,protein_coding,HGNC:22988
chr5,HAVANA,95751318,95822726,-,ENSG00000173221.14,GLRX,protein_coding,HGNC:4330
chr5,HAVANA,95885097,95961851,-,ENSG00000118985.16,ELL2,protein_coding,HGNC:17064
chr5,HAVANA,96390332,96434143,-,ENSG00000175426.11,PCSK1,protein_coding,HGNC:8743
chr5,HAVANA,96760809,96808100,-,ENSG00000164307.13,ERAP1,protein_coding,HGNC:18173
chr5,HAVANA,97091866,97142753,-,ENSG00000145721.12,LIX1,protein_coding,HGNC:18581
chr5,HAVANA,97160866,97183247,-,ENSG00000058729.11,RIOK2,protein_coding,HGNC:18999
chr5,HAVANA,98853984,98929007,-,ENSG00000153922.12,CHD1,protein_coding,HGNC:1915
chr5,HAVANA,100806932,100903282,-,ENSG00000113532.13,ST8SIA4,protein_coding,HGNC:10871
chr5,HAVANA,102233985,102296284,-,ENSG00000173930.9,SLCO4C1,protein_coding,HGNC:23612
chr5,HAVANA,102371773,102499016,-,ENSG00000205359.10,SLCO6A1,protein_coding,HGNC:23613
chr5,HAVANA,103085999,103120138,-,ENSG00000145723.17,GIN1,protein_coding,HGNC:25959
chr5,HAVANA,103548854,103562790,-,ENSG00000112874.10,NUDT12,protein_coding,HGNC:18826
chr5,HAVANA,107376893,107670937,-,ENSG00000184349.14,EFNA5,protein_coding,HGNC:3225
chr5,HAVANA,107859034,108382098,-,ENSG00000145743.18,FBXL17,protein_coding,HGNC:13615
chr5,HAVANA,109334712,109409974,-,ENSG00000198961.10,PJA2,protein_coding,HGNC:17481
chr5,HAVANA,110289232,110738956,-,ENSG00000186952.15,TMEM232,protein_coding,HGNC:37270
chr5,HAVANA,111496032,111512590,-,ENSG00000164211.13,STARD4,protein_coding,HGNC:18058
chr5,HAVANA,111662620,111997464,-,ENSG00000134986.14,NREP,protein_coding,HGNC:16834
chr5,HAVANA,112142440,112419313,-,ENSG00000129595.14,EPB41L4A,protein_coding,HGNC:13278
chr5,HAVANA,112876384,112922289,-,ENSG00000129625.13,REEP5,protein_coding,HGNC:30077
chr5,HAVANA,113022105,113488823,-,ENSG00000171444.19,MCC,protein_coding,HGNC:6935
chr5,HAVANA,113432552,113434989,-,ENSG00000212122.4,TSSK1B,protein_coding,HGNC:14968
chr5,HAVANA,115124761,115180546,-,ENSG00000152503.10,TRIM36,protein_coding,HGNC:16280
chr5,HAVANA,115204011,115262877,-,ENSG00000164219.10,PGGT1B,protein_coding,HGNC:8895
chr5,HAVANA,115267189,115296693,-,ENSG00000164221.13,CCDC112,protein_coding,HGNC:28599
chr5,HAVANA,115520907,115544775,-,ENSG00000145780.8,FEM1C,protein_coding,HGNC:16933
chr5,HAVANA,115578495,115602479,-,ENSG00000243414.6,TICAM2,protein_coding,HGNC:21354
chr5,HAVANA,115578641,115626161,-,ENSG00000251201.8,TMED7-TICAM2,protein_coding,HGNC:33945
chr5,HAVANA,115613209,115632992,-,ENSG00000134970.14,TMED7,protein_coding,HGNC:24253
chr5,HAVANA,115804732,115816659,-,ENSG00000129596.5,CDO1,protein_coding,HGNC:1795
chr5,HAVANA,115828199,115841837,-,ENSG00000145782.13,ATG12,protein_coding,HGNC:588
chr5,HAVANA,116443554,116574823,-,ENSG00000092421.17,SEMA6A,protein_coding,HGNC:10738
chr5,HAVANA,118836073,118988547,-,ENSG00000169570.10,DTWD2,protein_coding,HGNC:19334
chr5,HAVANA,122063194,122078413,-,ENSG00000113083.15,LOX,protein_coding,HGNC:6664
chr5,HAVANA,123023249,123036725,-,ENSG00000168938.6,PPIC,protein_coding,HGNC:9256
chr5,HAVANA,123344889,123423592,-,ENSG00000168944.17,CEP120,protein_coding,HGNC:26690
chr5,HAVANA,124636912,124748807,-,ENSG00000168916.16,ZNF608,protein_coding,HGNC:29238
chr5,HAVANA,126531199,126595362,-,ENSG00000164904.18,ALDH7A1,protein_coding,HGNC:877
chr5,HAVANA,126867713,127030558,-,ENSG00000173926.6,MARCHF3,protein_coding,HGNC:28728
chr5,HAVANA,127045234,127073506,-,ENSG00000164241.14,C5orf63,protein_coding,HGNC:40051
chr5,HAVANA,128257908,128659185,-,ENSG00000138829.14,FBN2,protein_coding,HGNC:3604
chr5,HAVANA,131155382,131224468,-,ENSG00000169567.13,HINT1,protein_coding,HGNC:4912
chr5,HAVANA,131423920,131635231,-,ENSG00000158987.22,RAPGEF6,protein_coding,HGNC:20655
chr5,HAVANA,131425890,131796983,-,ENSG00000273217.1,ENSG00000273217,protein_coding,
chr5,HAVANA,131641713,131797017,-,ENSG00000217128.13,FNIP1,protein_coding,HGNC:29418
chr5,HAVANA,131806989,131945698,-,ENSG00000239642.6,MEIKIN,protein_coding,HGNC:51253
chr5,HAVANA,131807142,132011637,-,ENSG00000281938.2,ENSG00000281938,protein_coding,
chr5,HAVANA,131949972,132012243,-,ENSG00000164398.15,ACSL6,protein_coding,HGNC:16496
chr5,HAVANA,132190146,132295315,-,ENSG00000072682.20,P4HA2,protein_coding,HGNC:8547
chr5,HAVANA,132440439,132508719,-,ENSG00000125347.15,IRF1,protein_coding,HGNC:6116
chr5,HAVANA,132541444,132556838,-,ENSG00000113525.10,IL5,protein_coding,HGNC:6016
chr5,HAVANA,132692627,132737638,-,ENSG00000131437.16,KIF3A,protein_coding,HGNC:6319
chr5,HAVANA,132750818,132807241,-,ENSG00000164402.14,SEPTIN8,protein_coding,HGNC:16511
chr5,HAVANA,132822140,132830659,-,ENSG00000164403.15,SHROOM1,protein_coding,HGNC:24084
chr5,HAVANA,132861180,132866884,-,ENSG00000164404.9,GDF9,protein_coding,HGNC:4224
chr5,HAVANA,132875394,132963634,-,ENSG00000072364.13,AFF4,protein_coding,HGNC:17869
chr5,HAVANA,132996984,133026604,-,ENSG00000155329.12,ZCCHC10,protein_coding,HGNC:25954
chr5,HAVANA,133196454,133612541,-,ENSG00000053108.18,FSTL4,protein_coding,HGNC:21389
chr5,HAVANA,133955509,133968674,-,ENSG00000113583.8,C5orf15,protein_coding,HGNC:20656
chr5,HAVANA,133971870,134004975,-,ENSG00000213585.11,VDAC1,protein_coding,HGNC:12669
chr5,HAVANA,134148934,134176964,-,ENSG00000113558.19,SKP1,protein_coding,HGNC:10899
chr5,HAVANA,134157087,134225861,-,ENSG00000272772.2,ENSG00000272772,protein_coding,
chr5,HAVANA,134194034,134226073,-,ENSG00000113575.12,PPP2CA,protein_coding,HGNC:9299
chr5,HAVANA,134196904,134371044,-,ENSG00000273345.6,ENSG00000273345,protein_coding,
chr5,HAVANA,134286349,134371047,-,ENSG00000006837.12,CDKL3,protein_coding,HGNC:15483
chr5,HAVANA,134402064,134411881,-,ENSG00000237190.4,CDKN2AIPNL,protein_coding,HGNC:30545
chr5,HAVANA,134601148,134649271,-,ENSG00000152700.14,SAR1B,protein_coding,HGNC:10535
chr5,HAVANA,135027733,135034813,-,ENSG00000069011.16,PITX1,protein_coding,HGNC:9004
chr5,HAVANA,135334380,135399914,-,ENSG00000113648.17,MACROH2A1,protein_coding,HGNC:4740
chr5,HAVANA,135444213,135447348,-,ENSG00000251380.3,DCANP1,protein_coding,HGNC:24459
chr5,HAVANA,135444225,135452351,-,ENSG00000255833.2,TIFAB,protein_coding,HGNC:34024
chr5,HAVANA,135534281,135535964,-,ENSG00000181965.6,NEUROG1,protein_coding,HGNC:7764
chr5,HAVANA,135570678,135579279,-,ENSG00000145824.13,CXCL14,protein_coding,HGNC:10640
chr5,HAVANA,135892245,135895841,-,ENSG00000145839.2,IL9,protein_coding,HGNC:6029
chr5,HAVANA,135922278,135954983,-,ENSG00000145826.9,LECT2,protein_coding,HGNC:6550
chr5,HAVANA,136191467,136193162,-,ENSG00000271824.2,SMIM32,protein_coding,HGNC:53640
chr5,HAVANA,136212744,136365545,-,ENSG00000069018.19,TRPC7,protein_coding,HGNC:20754
chr5,HAVANA,136975297,137598379,-,ENSG00000152377.15,SPOCK1,protein_coding,HGNC:11251
chr5,HAVANA,137617499,137736089,-,ENSG00000146021.15,KLHL3,protein_coding,HGNC:6354
chr5,HAVANA,137745650,137754363,-,ENSG00000177733.7,HNRNPA0,protein_coding,HGNC:5030
chr5,HAVANA,137937959,138051961,-,ENSG00000031003.11,FAM13B,protein_coding,HGNC:1335
chr5,HAVANA,138115174,138139443,-,ENSG00000112981.5,NME5,protein_coding,HGNC:7853
chr5,HAVANA,138139769,138178953,-,ENSG00000112983.18,BRD8,protein_coding,HGNC:19874
chr5,HAVANA,138187649,138213343,-,ENSG00000094880.11,CDC23,protein_coding,HGNC:1724
chr5,HAVANA,138252379,138274621,-,ENSG00000146013.12,GFRA3,protein_coding,HGNC:4245
chr5,HAVANA,138285268,138338355,-,ENSG00000158402.21,CDC25C,protein_coding,HGNC:1727
chr5,HAVANA,138506094,138543236,-,ENSG00000120705.13,ETF1,protein_coding,HGNC:3477
chr5,HAVANA,138553755,138575675,-,ENSG00000113013.16,HSPA9,protein_coding,HGNC:5244
chr5,HAVANA,138868920,138875368,-,ENSG00000146006.8,LRRTM2,protein_coding,HGNC:19409
chr5,HAVANA,138946723,139293557,-,ENSG00000120725.13,SIL1,protein_coding,HGNC:24624
chr5,HAVANA,139367195,139384553,-,ENSG00000170482.17,SLC23A1,protein_coding,HGNC:10974
chr5,HAVANA,139387466,139390081,-,ENSG00000170476.16,MZB1,protein_coding,HGNC:30125
chr5,HAVANA,139390591,139395104,-,ENSG00000228672.4,PROB1,protein_coding,HGNC:41906
chr5,HAVANA,139396562,139404089,-,ENSG00000170469.11,SPATA24,protein_coding,HGNC:27322
chr5,HAVANA,139408587,139444491,-,ENSG00000170464.10,DNAJC18,protein_coding,HGNC:28429
chr5,HAVANA,139442315,139462707,-,ENSG00000279686.1,ENSG00000279686,protein_coding,
chr5,HAVANA,139448559,139462743,-,ENSG00000249751.4,ECSCR,protein_coding,HGNC:35454
chr5,HAVANA,139475532,139482935,-,ENSG00000184584.14,STING1,protein_coding,HGNC:27962
chr5,HAVANA,139846778,140043299,-,ENSG00000158458.21,NRG2,protein_coding,HGNC:7998
chr5,HAVANA,140245034,140303113,-,ENSG00000113068.10,PFDN1,protein_coding,HGNC:8866
chr5,HAVANA,140332842,140346603,-,ENSG00000113070.8,HBEGF,protein_coding,HGNC:3059
chr5,HAVANA,140537339,140557677,-,ENSG00000213523.12,SRA1,protein_coding,HGNC:11281
chr5,HAVANA,140558267,140564781,-,ENSG00000113108.20,APBB3,protein_coding,HGNC:20708
chr5,HAVANA,140631727,140633700,-,ENSG00000170458.15,CD14,protein_coding,HGNC:1628
chr5,HAVANA,140638739,140647771,-,ENSG00000131495.9,NDUFA2,protein_coding,HGNC:7685
chr5,HAVANA,140670793,140673576,-,ENSG00000256453.2,DND1,protein_coding,HGNC:23799
chr5,HAVANA,140673034,140691537,-,ENSG00000170445.16,HARS1,protein_coding,HGNC:4816
chr5,HAVANA,141259883,141320784,-,ENSG00000178913.9,TAF7,protein_coding,HGNC:11541
chr5,HAVANA,141302634,141304049,-,ENSG00000120329.7,SLC25A2,protein_coding,HGNC:22921
chr5,HAVANA,141515015,141619055,-,ENSG00000131504.18,DIAPH1,protein_coding,HGNC:2876
chr5,HAVANA,141620875,141636849,-,ENSG00000171720.10,HDAC3,protein_coding,HGNC:4854
chr5,HAVANA,141639301,141651418,-,ENSG00000197948.11,FCHSD1,protein_coding,HGNC:25463
chr5,HAVANA,141653400,141682230,-,ENSG00000120318.16,ARAP3,protein_coding,HGNC:24097
chr5,HAVANA,141853089,141879246,-,ENSG00000156453.14,PCDH1,protein_coding,HGNC:8655
chr5,HAVANA,141943580,141969741,-,ENSG00000113555.6,PCDH12,protein_coding,HGNC:8657
chr5,HAVANA,141991748,142013041,-,ENSG00000113552.16,GNPDA1,protein_coding,HGNC:4417
chr5,HAVANA,142310426,142326455,-,ENSG00000187678.10,SPRY4,protein_coding,HGNC:15533
chr5,HAVANA,142592177,142698070,-,ENSG00000113578.18,FGF1,protein_coding,HGNC:3665
chr5,HAVANA,143277930,143435512,-,ENSG00000113580.15,NR3C1,protein_coding,HGNC:7978
chr5,HAVANA,144158161,144170714,-,ENSG00000145817.17,YIPF5,protein_coding,HGNC:24877
chr5,HAVANA,145471798,145835369,-,ENSG00000186314.12,PRELID2,protein_coding,HGNC:28306
chr5,HAVANA,145858520,145937126,-,ENSG00000204928.3,GRXCR2,protein_coding,HGNC:33862
chr5,HAVANA,146084312,146105577,-,ENSG00000173261.9,PLAC8L1,protein_coding,HGNC:31746
chr5,HAVANA,146110565,146182696,-,ENSG00000133706.20,LARS1,protein_coding,HGNC:6512
chr5,HAVANA,146513143,146516190,-,ENSG00000173250.3,GPR151,protein_coding,HGNC:23624
chr5,HAVANA,146580741,147084784,-,ENSG00000156475.19,PPP2R2B,protein_coding,HGNC:9305
chr5,HAVANA,147390807,147510068,-,ENSG00000113657.13,DPYSL3,protein_coding,HGNC:3015
chr5,HAVANA,147585437,147782775,-,ENSG00000176049.16,JAKMIP2,protein_coding,HGNC:29067
chr5,HAVANA,147824571,147831671,-,ENSG00000164266.11,SPINK1,protein_coding,HGNC:11244
chr5,HAVANA,147880725,147906538,-,ENSG00000178776.5,C5orf46,protein_coding,HGNC:33768
chr5,HAVANA,148446041,148677235,-,ENSG00000164270.19,HTR4,protein_coding,HGNC:5299
chr5,HAVANA,148923638,149063163,-,ENSG00000169247.14,SH3TC2,protein_coding,HGNC:29427
chr5,HAVANA,149371323,149404202,-,ENSG00000127743.6,IL17B,protein_coding,HGNC:5982
chr5,HAVANA,149492981,149551471,-,ENSG00000113712.19,CSNK1A1,protein_coding,HGNC:2451
chr5,HAVANA,149857952,149944793,-,ENSG00000132915.12,PDE6A,protein_coding,HGNC:8785
chr5,HAVANA,149993117,150000654,-,ENSG00000164296.7,TIGD6,protein_coding,HGNC:18332
chr5,HAVANA,150053290,150113372,-,ENSG00000182578.14,CSF1R,protein_coding,HGNC:2433
chr5,HAVANA,150113838,150155872,-,ENSG00000113721.14,PDGFRB,protein_coding,HGNC:8804
chr5,HAVANA,150219490,150290093,-,ENSG00000070808.17,CAMK2A,protein_coding,HGNC:1460
chr5,HAVANA,150296342,150339307,-,ENSG00000183876.9,ARSI,protein_coding,HGNC:32521
chr5,HAVANA,150401636,150412969,-,ENSG00000019582.17,CD74,protein_coding,HGNC:1697
chr5,HAVANA,150442634,150449739,-,ENSG00000164587.13,RPS14,protein_coding,HGNC:10387
chr5,HAVANA,150690791,150701077,-,ENSG00000086589.12,RBM22,protein_coding,HGNC:25503
chr5,HAVANA,150708439,150759095,-,ENSG00000132912.13,DCTN4,protein_coding,HGNC:15518
chr5,HAVANA,150894391,150904983,-,ENSG00000145908.14,ZNF300,protein_coding,HGNC:13091
chr5,HAVANA,151029944,151093577,-,ENSG00000145901.17,TNIP1,protein_coding,HGNC:16903
chr5,HAVANA,151100705,151157815,-,ENSG00000197043.15,ANXA6,protein_coding,HGNC:544
chr5,HAVANA,151181051,151224093,-,ENSG00000198624.13,CCDC69,protein_coding,HGNC:24487
chr5,HAVANA,151276357,151303766,-,ENSG00000186334.10,SLC36A3,protein_coding,HGNC:19659
chr5,HAVANA,151314971,151347590,-,ENSG00000186335.9,SLC36A2,protein_coding,HGNC:18762
chr5,HAVANA,151504091,151591331,-,ENSG00000086570.13,FAT2,protein_coding,HGNC:3596
chr5,HAVANA,151661095,151686975,-,ENSG00000113140.11,SPARC,protein_coding,HGNC:11219
chr5,HAVANA,151742315,151772532,-,ENSG00000177556.12,ATOX1,protein_coding,HGNC:798
chr5,HAVANA,151822512,151924851,-,ENSG00000145888.11,GLRA1,protein_coding,HGNC:4326
chr5,HAVANA,152391545,152433368,-,ENSG00000132911.5,NMUR2,protein_coding,HGNC:16454
chr5,HAVANA,153990147,154038936,-,ENSG00000055147.19,FAM114A2,protein_coding,HGNC:1333
chr5,HAVANA,154474971,154478227,-,ENSG00000113196.3,HAND1,protein_coding,HGNC:4807
chr5,HAVANA,154818491,154859252,-,ENSG00000170271.11,FAXDC2,protein_coding,HGNC:1334
chr5,HAVANA,154887410,154938211,-,ENSG00000082516.9,GEMIN5,protein_coding,HGNC:20043
chr5,HAVANA,156919291,156963226,-,ENSG00000145850.9,TIMD4,protein_coding,HGNC:25132
chr5,HAVANA,157026741,157069396,-,ENSG00000113249.14,HAVCR1,protein_coding,HGNC:17866
chr5,HAVANA,157085421,157142869,-,ENSG00000135077.10,HAVCR2,protein_coding,HGNC:18437
chr5,HAVANA,157137423,157159019,-,ENSG00000155868.8,MED7,protein_coding,HGNC:2378
chr5,HAVANA,157161845,157166264,-,ENSG00000170613.4,GARIN3,protein_coding,HGNC:28397
